nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,        pressure
      4402, 3.892334080E-02, 1.152901615E-01, 5.294586720E-02, 8.800385056E+04
      4403, 3.979709729E-02, 1.159218009E-01, 5.640233335E-02, 8.947700362E+04
      4404, 4.049971420E-02, 1.164868435E-01, 5.974064718E-02, 9.107054804E+04
      4405, 4.101763696E-02, 1.170143477E-01, 6.292923739E-02, 9.256149076E+04
      4406, 4.145375202E-02, 1.175274259E-01, 6.592285666E-02, 9.390741443E+04
      4407, 4.174888008E-02, 1.180061701E-01, 6.872158101E-02, 9.497466374E+04
      4408, 4.193253852E-02, 1.184390357E-01, 7.131430010E-02, 9.573870560E+04
      4409, 4.198665460E-02, 1.188308177E-01, 7.369797467E-02, 9.624271331E+04
      4410, 4.200974991E-02, 1.191965939E-01, 7.586642044E-02, 9.656309116E+04
      4411, 6.777081695E-03, 1.067569848E-01,-4.356952062E-03, 8.245689950E+04
      4412, 6.863165238E-03, 1.067651210E-01,-4.262705554E-03, 8.230731464E+04
      4413, 6.962508927E-03, 1.067745088E-01,-4.153953782E-03, 8.213873507E+04
      4414, 7.077104582E-03, 1.067853393E-01,-4.028495571E-03, 8.195055982E+04
      4415, 7.209155403E-03, 1.067978226E-01,-3.883903951E-03, 8.174307701E+04
      4416, 7.362360646E-03, 1.068120244E-01,-3.718232846E-03, 8.151926187E+04
      4417, 7.538842601E-03, 1.068283910E-01,-3.527338354E-03, 8.128254538E+04
      4418, 7.742021936E-03, 1.068485194E-01,-3.307817773E-03, 8.104064932E+04
      4419, 7.975936379E-03, 1.068765900E-01,-3.056042817E-03, 8.080511963E+04
      4420, 8.243592076E-03, 1.069091375E-01,-2.765836656E-03, 8.059168101E+04
      4421, 8.550805285E-03, 1.069464827E-01,-2.432802682E-03, 8.042373483E+04
      4422, 8.903002032E-03, 1.069892785E-01,-2.051091261E-03, 8.032765488E+04
      4423, 9.305728099E-03, 1.070383376E-01,-1.614006480E-03, 8.033116303E+04
      4424, 9.764107627E-03, 1.070948644E-01,-1.113121118E-03, 8.045771116E+04
      4425, 1.028769107E-02, 1.071592198E-01,-5.420335122E-04, 8.073064553E+04
      4426, 1.088258543E-02, 1.072162118E-01, 1.112151087E-04, 8.116443657E+04
      4427, 1.155612894E-02, 1.072748885E-01, 8.557827668E-04, 8.175719437E+04
      4428, 1.231240039E-02, 1.073429240E-01, 1.704660933E-03, 8.249463996E+04
      4429, 1.315033097E-02, 1.074273274E-01, 2.676611084E-03, 8.336047031E+04
      4430, 1.408791628E-02, 1.075477141E-01, 3.772930865E-03, 8.434137981E+04
      4431, 1.513256425E-02, 1.076847724E-01, 5.007141782E-03, 8.541336993E+04
      4432, 1.629109988E-02, 1.078023305E-01, 6.394883755E-03, 8.655808286E+04
      4433, 1.755538161E-02, 1.079336085E-01, 7.953836336E-03, 8.769410249E+04
      4434, 1.891783506E-02, 1.081184824E-01, 9.700365547E-03, 8.871574548E+04
      4435, 2.038472146E-02, 1.083236000E-01, 1.164097840E-02, 8.955643569E+04
      4436, 2.190700716E-02, 1.085350968E-01, 1.381646196E-02, 9.007791409E+04
      4437, 2.351923682E-02, 1.088111120E-01, 1.619460609E-02, 9.024721114E+04
      4438, 2.520767821E-02, 1.090972115E-01, 1.878248176E-02, 9.010546054E+04
      4439, 2.690172546E-02, 1.094670893E-01, 2.160078894E-02, 8.964599429E+04
      4440, 2.860090950E-02, 1.098997760E-01, 2.462692047E-02, 8.897594949E+04
      4441, 3.033385967E-02, 1.104002330E-01, 2.781361778E-02, 8.829370597E+04
      4442, 3.199049619E-02, 1.109737930E-01, 3.118280352E-02, 8.760392595E+04
      4443, 3.357369785E-02, 1.116010680E-01, 3.469006120E-02, 8.695399880E+04
      4444, 3.509846088E-02, 1.122536976E-01, 3.828667675E-02, 8.658105709E+04
      4445, 3.651862021E-02, 1.129390589E-01, 4.194272084E-02, 8.655085167E+04
      4446, 3.781721098E-02, 1.136010742E-01, 4.562506866E-02, 8.687711703E+04
      4447, 3.900634091E-02, 1.142828407E-01, 4.927330544E-02, 8.770610131E+04
      4448, 4.001111287E-02, 1.148963828E-01, 5.288286701E-02, 8.885102092E+04
      4449, 4.092496897E-02, 1.155167242E-01, 5.637191068E-02, 9.028006734E+04
      4450, 4.166344477E-02, 1.160715137E-01, 5.974258906E-02, 9.181090903E+04
      4451, 4.220746279E-02, 1.165919716E-01, 6.296339280E-02, 9.318858374E+04
      4452, 4.267634534E-02, 1.170960569E-01, 6.598651926E-02, 9.443137946E+04
      4453, 4.299793713E-02, 1.175672203E-01, 6.881369713E-02, 9.541901855E+04
      4454, 4.320533018E-02, 1.179933253E-01, 7.143306033E-02, 9.613450909E+04
      4455, 4.327473438E-02, 1.183843777E-01, 7.384093441E-02, 9.661018190E+04
      4456, 4.331807164E-02, 1.187467318E-01, 7.603169337E-02, 9.691373720E+04
      4457, 4.331622593E-02, 1.190864315E-01, 7.801273971E-02, 9.712750758E+04
      4458, 7.408086132E-03, 1.066359510E-01,-5.004065698E-03, 8.301024619E+04
      4459, 7.494201473E-03, 1.066442253E-01,-4.908783487E-03, 8.288909318E+04
      4460, 7.593593704E-03, 1.066537756E-01,-4.798809221E-03, 8.275285215E+04
      4461, 7.708255885E-03, 1.066647951E-01,-4.671925079E-03, 8.260034112E+04
      4462, 7.840411454E-03, 1.066774992E-01,-4.525657608E-03, 8.243161424E+04
      4463, 7.993921475E-03, 1.066919339E-01,-4.358141394E-03, 8.224902136E+04
      4464, 8.170771318E-03, 1.067085696E-01,-4.165108041E-03, 8.205485145E+04
      4465, 8.374306052E-03, 1.067277229E-01,-3.942893554E-03, 8.185395385E+04
      4466, 8.608248680E-03, 1.067497771E-01,-3.687188964E-03, 8.165482255E+04
      4467, 8.875765574E-03, 1.067753420E-01,-3.392227314E-03, 8.147056762E+04
      4468, 9.182843640E-03, 1.068046852E-01,-3.053662420E-03, 8.132048584E+04
      4469, 9.534908925E-03, 1.068383239E-01,-2.665522737E-03, 8.122755200E+04
      4470, 9.937697935E-03, 1.068768710E-01,-2.221003422E-03, 8.121814945E+04
      4471, 1.039658634E-02, 1.069211852E-01,-1.711622234E-03, 8.131651787E+04
      4472, 1.092065002E-02, 1.069779854E-01,-1.131298608E-03, 8.154641936E+04
      4473, 1.151838448E-02, 1.070528510E-01,-4.724353422E-04, 8.192286415E+04
      4474, 1.219454349E-02, 1.071161820E-01, 2.808103242E-04, 8.246005510E+04
      4475, 1.295647173E-02, 1.071850367E-01, 1.137891872E-03, 8.314899255E+04
      4476, 1.380094808E-02, 1.072666810E-01, 2.119679622E-03, 8.398273830E+04
      4477, 1.474346470E-02, 1.073604612E-01, 3.231328460E-03, 8.495918977E+04
      4478, 1.579479455E-02, 1.074706360E-01, 4.482139065E-03, 8.604742377E+04
      4479, 1.696780894E-02, 1.076045122E-01, 5.878179345E-03, 8.722029238E+04
      4480, 1.824372520E-02, 1.077371812E-01, 7.452400676E-03, 8.839465311E+04
      4481, 1.961541980E-02, 1.078950493E-01, 9.221601770E-03, 8.945337248E+04
      4482, 2.110340025E-02, 1.080897773E-01, 1.117750672E-02, 9.031275085E+04
      4483, 2.265038825E-02, 1.083002401E-01, 1.336834251E-02, 9.081909959E+04
      4484, 2.427704368E-02, 1.085447009E-01, 1.577545741E-02, 9.095462365E+04
      4485, 2.599109086E-02, 1.088294406E-01, 1.838478454E-02, 9.078957831E+04
      4486, 2.770240436E-02, 1.091811988E-01, 2.123516870E-02, 9.030580094E+04
      4487, 2.942656134E-02, 1.096056072E-01, 2.429056830E-02, 8.962628904E+04
      4488, 3.119116782E-02, 1.100837315E-01, 2.750779698E-02, 8.895949530E+04
      4489, 3.287601408E-02, 1.106465337E-01, 3.091016745E-02, 8.828482366E+04
      4490, 3.448739247E-02, 1.112637893E-01, 3.445251471E-02, 8.765467973E+04
      4491, 3.604707570E-02, 1.119070487E-01, 3.808257132E-02, 8.732412323E+04
      4492, 3.749795998E-02, 1.125758638E-01, 4.177608227E-02, 8.733043378E+04
      4493, 3.883309660E-02, 1.132363885E-01, 4.549133680E-02, 8.769051875E+04
      4494, 4.005722826E-02, 1.138982385E-01, 4.917638563E-02, 8.854110175E+04
      4495, 4.109819473E-02, 1.145118456E-01, 5.281832992E-02, 8.967204633E+04
      4496, 4.204968122E-02, 1.151128503E-01, 5.634182427E-02, 9.106680300E+04
      4497, 4.282433222E-02, 1.156572207E-01, 5.974461679E-02, 9.253646923E+04
      4498, 4.339625705E-02, 1.161744987E-01, 6.299660886E-02, 9.381114595E+04
      4499, 4.389677823E-02, 1.166656101E-01, 6.605001453E-02, 9.497297229E+04
      4500, 4.424563354E-02, 1.171304209E-01, 6.890530575E-02, 9.589964650E+04
      4501, 4.447648069E-02, 1.175481725E-01, 7.155156883E-02, 9.657182002E+04
      4502, 4.456122254E-02, 1.179378077E-01, 7.398373318E-02, 9.701137066E+04
      4503, 4.462519491E-02, 1.182971419E-01, 7.619672355E-02, 9.729389491E+04
      4504, 4.464129065E-02, 1.186294522E-01, 7.819882739E-02, 9.751174940E+04
      4505, 8.037965616E-03, 1.064946813E-01,-5.648046154E-03, 8.349640325E+04
      4506, 8.123868142E-03, 1.065004144E-01,-5.551239480E-03, 8.339350771E+04
      4507, 8.223023308E-03, 1.065070324E-01,-5.439495832E-03, 8.328174904E+04
      4508, 8.337417475E-03, 1.065146692E-01,-5.310564903E-03, 8.315635761E+04
      4509, 8.469188170E-03, 1.065234711E-01,-5.162011856E-03, 8.301753896E+04
      4510, 8.622614820E-03, 1.065344877E-01,-4.992209184E-03, 8.286747796E+04
      4511, 8.799837833E-03, 1.065510415E-01,-4.796993630E-03, 8.270939321E+04
      4512, 9.003836284E-03, 1.065701060E-01,-4.572236982E-03, 8.254386948E+04
      4513, 9.238337123E-03, 1.065920843E-01,-4.313562601E-03, 8.237434948E+04
      4514, 9.506381181E-03, 1.066177891E-01,-4.015020436E-03, 8.221707067E+04
      4515, 9.814128497E-03, 1.066472912E-01,-3.672307650E-03, 8.208859673E+04
      4516, 1.016703687E-02, 1.066811089E-01,-3.279370768E-03, 8.200565763E+04
      4517, 1.057099699E-02, 1.067198503E-01,-2.829435461E-03, 8.199223305E+04
      4518, 1.103142353E-02, 1.067645294E-01,-2.314037458E-03, 8.207379895E+04
      4519, 1.155605566E-02, 1.068157899E-01,-1.725041696E-03, 8.227613253E+04
      4520, 1.215358292E-02, 1.068741672E-01,-1.054235089E-03, 8.261855539E+04
      4521, 1.283160921E-02, 1.069378731E-01,-2.911331642E-04, 8.311432816E+04
      4522, 1.359595190E-02, 1.069847048E-01, 5.787167982E-04, 8.376926216E+04
      4523, 1.444729185E-02, 1.070661405E-01, 1.569696874E-03, 8.458509755E+04
      4524, 1.539865844E-02, 1.071604041E-01, 2.691191285E-03, 8.556120906E+04
      4525, 1.645985415E-02, 1.072681529E-01, 3.953399160E-03, 8.665887264E+04
      4526, 1.764215094E-02, 1.073834255E-01, 5.365409815E-03, 8.787737362E+04
      4527, 1.892576882E-02, 1.074957719E-01, 6.959772765E-03, 8.910807433E+04
      4528, 2.031173723E-02, 1.076545757E-01, 8.745255247E-03, 9.020287867E+04
      4529, 2.181976580E-02, 1.078349119E-01, 1.071753179E-02, 9.108073762E+04
      4530, 2.338632870E-02, 1.080211033E-01, 1.292951491E-02, 9.156018652E+04
      4531, 2.503414184E-02, 1.082663002E-01, 1.535763772E-02, 9.164134758E+04
      4532, 2.676850676E-02, 1.085288024E-01, 1.799415448E-02, 9.144836115E+04
      4533, 2.849591175E-02, 1.088596195E-01, 2.087756279E-02, 9.095046681E+04
      4534, 3.024555480E-02, 1.092779217E-01, 2.396183937E-02, 9.024861245E+04
      4535, 3.204161478E-02, 1.097355576E-01, 2.720941252E-02, 8.958315769E+04
      4536, 3.375294254E-02, 1.102833135E-01, 3.064642242E-02, 8.894882817E+04
      4537, 3.539482527E-02, 1.108987779E-01, 3.422130823E-02, 8.833583910E+04
      4538, 3.698614554E-02, 1.115240201E-01, 3.788758232E-02, 8.803593415E+04
      4539, 3.847285543E-02, 1.121926271E-01, 4.161341746E-02, 8.808952892E+04
      4540, 3.983961475E-02, 1.128378696E-01, 4.536564671E-02, 8.844831284E+04
      4541, 4.110358862E-02, 1.134946986E-01, 4.908302097E-02, 8.934809762E+04
      4542, 4.217634330E-02, 1.140963325E-01, 5.276049945E-02, 9.046453722E+04
      4543, 4.316885318E-02, 1.146883164E-01, 5.631560002E-02, 9.179518308E+04
      4544, 4.397974401E-02, 1.152229109E-01, 5.975014688E-02, 9.326472425E+04
      4545, 4.457742533E-02, 1.157315109E-01, 6.303446616E-02, 9.444987363E+04
      4546, 4.511224053E-02, 1.162173119E-01, 6.611640428E-02, 9.552304687E+04
      4547, 4.548704478E-02, 1.166726157E-01, 6.900032419E-02, 9.638818909E+04
      4548, 4.574161113E-02, 1.170830893E-01, 7.167311101E-02, 9.704890688E+04
      4549, 4.584181723E-02, 1.174719923E-01, 7.412935599E-02, 9.747062339E+04
      4550, 4.592638858E-02, 1.178284772E-01, 7.636451397E-02, 9.769676034E+04
      4551, 4.596119767E-02, 1.181556425E-01, 7.838721430E-02, 9.792003852E+04
      4552, 8.666439592E-03, 1.063389670E-01,-6.290103318E-03, 8.372614582E+04
      4553, 8.752568736E-03, 1.063478568E-01,-6.192718788E-03, 8.362857515E+04
      4554, 8.852000748E-03, 1.063581196E-01,-6.080292968E-03, 8.352634030E+04
      4555, 8.966745293E-03, 1.063699630E-01,-5.950553567E-03, 8.341148184E+04
      4556, 9.099066348E-03, 1.063831028E-01,-5.800825066E-03, 8.328420506E+04
      4557, 9.252824028E-03, 1.063931936E-01,-5.628909972E-03, 8.314668021E+04
      4558, 9.429945527E-03, 1.064048103E-01,-5.430800039E-03, 8.300431929E+04
      4559, 9.633842528E-03, 1.064181935E-01,-5.202665835E-03, 8.285426286E+04
      4560, 9.868224770E-03, 1.064336273E-01,-4.940033724E-03, 8.269659430E+04
      4561, 1.013595427E-02, 1.064517155E-01,-4.636698394E-03, 8.255255379E+04
      4562, 1.044336085E-02, 1.064724843E-01,-4.288409251E-03, 8.243629009E+04
      4563, 1.079589729E-02, 1.064963022E-01,-3.888988351E-03, 8.236117156E+04
      4564, 1.119962782E-02, 1.065235789E-01,-3.431564968E-03, 8.234967520E+04
      4565, 1.166088155E-02, 1.065615274E-01,-2.908668988E-03, 8.242854071E+04
      4566, 1.218674213E-02, 1.066141622E-01,-2.312118762E-03, 8.262226925E+04
      4567, 1.278567249E-02, 1.066741107E-01,-1.632676238E-03, 8.295103979E+04
      4568, 1.346621565E-02, 1.067422280E-01,-8.606499748E-04, 8.343054755E+04
      4569, 1.423827177E-02, 1.068056371E-01, 1.457922440E-05, 8.406210757E+04
      4570, 1.509316210E-02, 1.068627627E-01, 1.019368695E-03, 8.488184789E+04
      4571, 1.604879374E-02, 1.069289386E-01, 2.156380532E-03, 8.586484921E+04
      4572, 1.711953726E-02, 1.070324295E-01, 3.430441383E-03, 8.696399808E+04
      4573, 1.831498374E-02, 1.071539438E-01, 4.852902370E-03, 8.819469691E+04
      4574, 1.960906213E-02, 1.072605670E-01, 6.464130249E-03, 8.944797944E+04
      4575, 2.100254659E-02, 1.073859769E-01, 8.273615081E-03, 9.056570971E+04
      4576, 2.253309790E-02, 1.075648511E-01, 1.025905280E-02, 9.142519364E+04
      4577, 2.412334495E-02, 1.077454603E-01, 1.248746073E-02, 9.188637670E+04
      4578, 2.578627686E-02, 1.079649239E-01, 1.494300647E-02, 9.193523417E+04
      4579, 2.754664138E-02, 1.082277465E-01, 1.760044712E-02, 9.170827132E+04
      4580, 2.929282687E-02, 1.085470775E-01, 2.051388650E-02, 9.122010567E+04
      4581, 3.106084203E-02, 1.089337815E-01, 2.363396469E-02, 9.051047420E+04
      4582, 3.289347449E-02, 1.093877059E-01, 2.690636463E-02, 8.981795906E+04
      4583, 3.463340317E-02, 1.099265043E-01, 3.037581666E-02, 8.922243659E+04
      4584, 3.629898176E-02, 1.105186848E-01, 3.398983175E-02, 8.863456580E+04
      4585, 3.792740282E-02, 1.111419710E-01, 3.768706882E-02, 8.834215003E+04
      4586, 3.944415124E-02, 1.117931810E-01, 4.145060470E-02, 8.843159235E+04
      4587, 4.084500396E-02, 1.124303978E-01, 4.523760484E-02, 8.879157562E+04
      4588, 4.214653028E-02, 1.130756003E-01, 4.898936144E-02, 8.971826829E+04
      4589, 4.325084796E-02, 1.136651248E-01, 5.270254007E-02, 9.085837090E+04
      4590, 4.428436038E-02, 1.142478195E-01, 5.628939251E-02, 9.212932021E+04
      4591, 4.513075556E-02, 1.147709252E-01, 5.975642018E-02, 9.361492692E+04
      4592, 4.575367676E-02, 1.152699609E-01, 6.307337615E-02, 9.478492244E+04
      4593, 4.632156277E-02, 1.157473417E-01, 6.618457584E-02, 9.579852735E+04
      4594, 4.672246220E-02, 1.161938804E-01, 6.909715097E-02, 9.663497146E+04
      4595, 4.700060922E-02, 1.165969973E-01, 7.179667653E-02, 9.729580138E+04
      4596, 4.711605249E-02, 1.169848108E-01, 7.427716445E-02, 9.772986616E+04
      4597, 4.722060523E-02, 1.173371712E-01, 7.653474563E-02, 9.791481273E+04
      4598, 4.727277831E-02, 1.176562737E-01, 7.857864244E-02, 9.813712642E+04
      4599, 2.502196716E-03, 1.077135678E-01,-7.075446526E-05, 7.341723809E+04
      4600, 2.587161314E-03, 1.077250041E-01, 1.503589852E-05, 7.251166256E+04
      4601, 2.685136765E-03, 1.077381845E-01, 1.139203863E-04, 7.158303311E+04
      4602, 2.798134518E-03, 1.077540823E-01, 2.278277886E-04, 7.065907541E+04
      4603, 2.928433231E-03, 1.077740623E-01, 3.588115114E-04, 6.978722746E+04
      4604, 3.078509664E-03, 1.077970732E-01, 5.096692986E-04, 6.902299792E+04
      4605, 3.251262407E-03, 1.078235582E-01, 6.833092295E-04, 6.842423307E+04
      4606, 3.449980026E-03, 1.078540201E-01, 8.830303814E-04, 6.804781392E+04
      4607, 3.678382375E-03, 1.078890273E-01, 1.112563741E-03, 6.790714194E+04
      4608, 3.940660768E-03, 1.079292207E-01, 1.376115034E-03, 6.804635982E+04
      4609, 4.241522891E-03, 1.079753187E-01, 1.678400841E-03, 6.844303356E+04
      4610, 4.586227558E-03, 1.080281232E-01, 2.024688323E-03, 6.911121476E+04
      4611, 4.979741586E-03, 1.080887620E-01, 2.421573666E-03, 7.004042917E+04
      4612, 5.426765630E-03, 1.081587406E-01, 2.877215927E-03, 7.116498975E+04
      4613, 5.939798946E-03, 1.082375714E-01, 3.393657304E-03, 7.248651027E+04
      4614, 6.524134596E-03, 1.083270865E-01, 3.980685571E-03, 7.394042114E+04
      4615, 7.184489818E-03, 1.084295238E-01, 4.649671627E-03, 7.541027500E+04
      4616, 7.908553917E-03, 1.085445106E-01, 5.429623740E-03, 7.680331218E+04
      4617, 8.704359397E-03, 1.086615298E-01, 6.330956865E-03, 7.814381925E+04
      4618, 9.587367390E-03, 1.087960670E-01, 7.354862721E-03, 7.942426606E+04
      4619, 1.056812900E-02, 1.089696340E-01, 8.506082096E-03, 8.060552574E+04
      4620, 1.165914891E-02, 1.091663027E-01, 9.792410116E-03, 8.162491171E+04
      4621, 1.286386728E-02, 1.093778368E-01, 1.122695509E-02, 8.249621448E+04
      4622, 1.414374331E-02, 1.095907885E-01, 1.285472344E-02, 8.331519298E+04
      4623, 1.547836103E-02, 1.098496141E-01, 1.469157194E-02, 8.414997232E+04
      4624, 1.687152976E-02, 1.101815487E-01, 1.673157726E-02, 8.491024038E+04
      4625, 1.836306639E-02, 1.105021088E-01, 1.895839161E-02, 8.534131202E+04
      4626, 1.991737353E-02, 1.108917746E-01, 2.137647228E-02, 8.523640341E+04
      4627, 2.149631460E-02, 1.113288579E-01, 2.399872002E-02, 8.477646821E+04
      4628, 2.305661987E-02, 1.118553635E-01, 2.682037421E-02, 8.415186528E+04
      4629, 2.458600441E-02, 1.124412077E-01, 2.982284490E-02, 8.344550677E+04
      4630, 2.606739626E-02, 1.130655114E-01, 3.298327979E-02, 8.265674501E+04
      4631, 2.748228008E-02, 1.137584531E-01, 3.626399136E-02, 8.184625550E+04
      4632, 2.878998141E-02, 1.144513792E-01, 3.965196262E-02, 8.124304646E+04
      4633, 3.000917864E-02, 1.151917357E-01, 4.308396648E-02, 8.094389898E+04
      4634, 3.109445407E-02, 1.158900239E-01, 4.654846622E-02, 8.097896458E+04
      4635, 3.204623066E-02, 1.166227661E-01, 4.998380981E-02, 8.161466984E+04
      4636, 3.284338397E-02, 1.172761039E-01, 5.337639909E-02, 8.284600237E+04
      4637, 3.350622628E-02, 1.179562631E-01, 5.666187795E-02, 8.461724568E+04
      4638, 3.401695469E-02, 1.185598293E-01, 5.983163206E-02, 8.682743953E+04
      4639, 3.439050170E-02, 1.191076332E-01, 6.285159524E-02, 8.929229516E+04
      4640, 3.464973179E-02, 1.196531337E-01, 6.568882484E-02, 9.163453293E+04
      4641, 3.480011122E-02, 1.201585674E-01, 6.833596270E-02, 9.348427551E+04
      4642, 3.485421503E-02, 1.206175027E-01, 7.078516624E-02, 9.468185291E+04
      4643, 3.482240403E-02, 1.210080817E-01, 7.303658881E-02, 9.528860309E+04
      4644, 3.473343531E-02, 1.213801262E-01, 7.508289364E-02, 9.544280488E+04
      4645, 3.460683344E-02, 1.217297992E-01, 7.693112655E-02, 9.532077262E+04
      4646, 2.108898214E-03, 1.077879392E-01, 2.636300660E-04, 7.151628930E+04
      4647, 2.193056727E-03, 1.078017781E-01, 3.477549397E-04, 7.041966765E+04
      4648, 2.290149499E-03, 1.078177426E-01, 4.448012053E-04, 6.932915040E+04
      4649, 2.402120495E-03, 1.078361559E-01, 5.567334825E-04, 6.828883791E+04
      4650, 2.531203146E-03, 1.078573811E-01, 6.857590083E-04, 6.734939845E+04
      4651, 2.679931216E-03, 1.078818345E-01, 8.344089017E-04, 6.657451813E+04
      4652, 2.851192687E-03, 1.079099899E-01, 1.005562448E-03, 6.602189685E+04
      4653, 3.048265843E-03, 1.079423846E-01, 1.202487220E-03, 6.575292262E+04
      4654, 3.274860948E-03, 1.079796269E-01, 1.428879925E-03, 6.574950361E+04
      4655, 3.535161268E-03, 1.080224023E-01, 1.688908909E-03, 6.605377242E+04
      4656, 3.833867705E-03, 1.080714802E-01, 1.987251112E-03, 6.662547131E+04
      4657, 4.176235173E-03, 1.081277200E-01, 2.329131406E-03, 6.745514680E+04
      4658, 4.567211561E-03, 1.081887991E-01, 2.721600911E-03, 6.855998846E+04
      4659, 5.012027931E-03, 1.082577784E-01, 3.172132081E-03, 6.985447554E+04
      4660, 5.522004813E-03, 1.083357262E-01, 3.683687575E-03, 7.135240306E+04
      4661, 6.103044184E-03, 1.084242878E-01, 4.265441128E-03, 7.299492480E+04
      4662, 6.760594296E-03, 1.085254765E-01, 4.928024644E-03, 7.462915935E+04
      4663, 7.481225059E-03, 1.086310135E-01, 5.702833509E-03, 7.613403385E+04
      4664, 8.274155622E-03, 1.087555278E-01, 6.595461065E-03, 7.754860783E+04
      4665, 9.155295522E-03, 1.089076945E-01, 7.607783988E-03, 7.888386856E+04
      4666, 1.013233870E-02, 1.090815693E-01, 8.750779795E-03, 8.010601266E+04
      4667, 1.122081512E-02, 1.092762052E-01, 1.002784040E-02, 8.112898617E+04
      4668, 1.242199264E-02, 1.094795495E-01, 1.145464872E-02, 8.197139766E+04
      4669, 1.369924728E-02, 1.096906829E-01, 1.307285449E-02, 8.276179799E+04
      4670, 1.503464668E-02, 1.099706439E-01, 1.489430759E-02, 8.357589866E+04
      4671, 1.642588341E-02, 1.103001223E-01, 1.692435045E-02, 8.436281286E+04
      4672, 1.791572912E-02, 1.106259833E-01, 1.914008789E-02, 8.488311740E+04
      4673, 1.946856676E-02, 1.110127678E-01, 2.154839832E-02, 8.481957079E+04
      4674, 2.104710943E-02, 1.114560289E-01, 2.415909946E-02, 8.435397712E+04
      4675, 2.260786362E-02, 1.119870165E-01, 2.696937473E-02, 8.373538551E+04
      4676, 2.413656600E-02, 1.125764590E-01, 2.996162739E-02, 8.304123545E+04
      4677, 2.561476295E-02, 1.131991698E-01, 3.311441276E-02, 8.225308210E+04
      4678, 2.702934611E-02, 1.138993600E-01, 3.638455214E-02, 8.143022851E+04
      4679, 2.833281983E-02, 1.145911956E-01, 3.976547653E-02, 8.081582972E+04
      4680, 2.954986992E-02, 1.153369354E-01, 4.318828809E-02, 8.051014030E+04
      4681, 3.063041124E-02, 1.160346566E-01, 4.664567030E-02, 8.052690394E+04
      4682, 3.157820384E-02, 1.167711898E-01, 5.007252723E-02, 8.117040033E+04
      4683, 3.237033186E-02, 1.174270847E-01, 5.345694545E-02, 8.243911233E+04
      4684, 3.302739884E-02, 1.181080521E-01, 5.673438853E-02, 8.426587573E+04
      4685, 3.353250685E-02, 1.187141380E-01, 5.989537906E-02, 8.655560626E+04
      4686, 3.389938471E-02, 1.192621210E-01, 6.290680899E-02, 8.912176077E+04
      4687, 3.415256713E-02, 1.198093385E-01, 6.573476823E-02, 9.156787820E+04
      4688, 3.429635757E-02, 1.203144631E-01, 6.837276921E-02, 9.346383455E+04
      4689, 3.434420141E-02, 1.207729183E-01, 7.081264236E-02, 9.461373418E+04
      4690, 3.430664820E-02, 1.211632390E-01, 7.305451347E-02, 9.508843857E+04
      4691, 3.421246188E-02, 1.215351881E-01, 7.509114641E-02, 9.517743133E+04
      4692, 3.408139600E-02, 1.218845741E-01, 7.692988903E-02, 9.511397980E+04
      4693, 3.391752752E-02, 1.221937612E-01, 7.858276219E-02, 9.498392093E+04
      4694, 1.799018248E-03, 1.078330017E-01, 5.293655354E-04, 6.943303055E+04
      4695, 1.882482187E-03, 1.078466854E-01, 6.125506531E-04, 6.817404195E+04
      4696, 1.978782969E-03, 1.078624767E-01, 7.085479521E-04, 6.696079141E+04
      4697, 2.089860439E-03, 1.078806956E-01, 8.193027996E-04, 6.586588568E+04
      4698, 2.217945459E-03, 1.079017030E-01, 9.470087820E-04, 6.493585647E+04
      4699, 2.365561004E-03, 1.079259125E-01, 1.094180891E-03, 6.422526278E+04
      4700, 2.535583586E-03, 1.079537952E-01, 1.263682916E-03, 6.377783789E+04
      4701, 2.731279325E-03, 1.079858859E-01, 1.458766275E-03, 6.365963290E+04
      4702, 2.956345639E-03, 1.080227900E-01, 1.683111157E-03, 6.381894106E+04
      4703, 3.214952574E-03, 1.080651905E-01, 1.940869157E-03, 6.428276911E+04
      4704, 3.511786731E-03, 1.081138540E-01, 2.236701492E-03, 6.501617915E+04
      4705, 3.852087819E-03, 1.081696376E-01, 2.575818274E-03, 6.600549981E+04
      4706, 4.241144346E-03, 1.082335729E-01, 2.964476611E-03, 6.729510406E+04
      4707, 4.684424532E-03, 1.083068834E-01, 3.410086943E-03, 6.876327528E+04
      4708, 5.192230368E-03, 1.083901999E-01, 3.916573748E-03, 7.040348071E+04
      4709, 5.770985494E-03, 1.084849698E-01, 4.492703011E-03, 7.216259179E+04
      4710, 6.426861273E-03, 1.085968700E-01, 5.147906520E-03, 7.386501368E+04
      4711, 7.146080026E-03, 1.087151832E-01, 5.914494073E-03, 7.538692387E+04
      4712, 7.936839838E-03, 1.088460380E-01, 6.800269346E-03, 7.679212032E+04
      4713, 8.815360510E-03, 1.089969707E-01, 7.806470322E-03, 7.810161782E+04
      4714, 9.789590013E-03, 1.091695738E-01, 8.943104593E-03, 7.934312728E+04
      4715, 1.087631915E-02, 1.093625549E-01, 1.021277028E-02, 8.046514598E+04
      4716, 1.207500567E-02, 1.095594036E-01, 1.163337085E-02, 8.138633642E+04
      4717, 1.335217219E-02, 1.097851390E-01, 1.324031928E-02, 8.217256600E+04
      4718, 1.468613302E-02, 1.100656708E-01, 1.505341234E-02, 8.301692203E+04
